ID,Site,Date,Crew,Crew Count,EventType,Method,Equipment,StartTime,EndTime,TotalEffort,TransectBottomLat,TransectBottomLong,TransectTopLat,TransectTopLong,ObsID,Species,Count,Length,FishStatus,CaptureType,ClipType,LavageID,StomachContents,StomachContentsWeight,FishContentWeight,Water_Temperature,TagNumber,Comments
413,Deadwater Slough,10/22/2020,Brian Hamiltion; Jason R; Justin Saydell,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:15,17:00,855,45.382689,-114.066274,45.38974,-114.046771,48,Northern Pikeminnow,1,369,Live,Mark,Upper Caudal Hole Punch,BH22-008,,,,8.2,,
414,Deadwater Slough,10/22/2020,Brian Hamiltion; Jason R; Justin Saydell,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:15,17:00,855,45.382689,-114.066274,45.38974,-114.046771,49,Northern Pikeminnow,1,327,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
415,Deadwater Slough,10/22/2020,Brian Hamiltion; Jason R; Justin Saydell,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:15,17:00,855,45.382689,-114.066274,45.38974,-114.046771,50,Northern Pikeminnow,1,320,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
416,Deadwater Slough,10/22/2020,Brian Hamiltion; Jason R; Justin Saydell,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:15,17:00,855,45.382689,-114.066274,45.38974,-114.046771,51,Northern Pikeminnow,1,280,Live,Mark,Upper Caudal Hole Punch,BH22-009,,,,8.2,,
417,Deadwater Slough,10/22/2020,,1,Mark,Trap,Trap Net; Cut Bait,9:00,15:30,390,45.382689,-114.066274,45.38974,-114.046771,1,Largescale Sucker,7,,Live,,,DNL,,,,8.2,,<170mm
418,Deadwater Slough,10/22/2020,,1,Mark,Trap,Trap Net; Cut Bait,9:00,15:30,390,45.382689,-114.066274,45.38974,-114.046771,2,Bridgelip Sucker,1,,Live,,,DNL,,,,8.2,,<170mm
419,Deadwater Slough,10/22/2020,Mike Edmonson; Justin Saydell,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,12:15,210,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,327,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
420,Deadwater Slough,10/22/2020,Mike Edmonson; Justin Saydell,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,12:15,210,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,484,Live,Mark,Upper Caudal Hole Punch,JS22-001,,,,8.2,,
421,Deadwater Slough,10/22/2020,Mike Edmonson; Justin Saydell,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,12:15,210,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,392,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
422,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,341,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
423,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,302,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
424,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,343,Live,Mark,Upper Caudal Hole Punch,RC22-001,,,,8.2,,
425,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,273,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
426,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,249,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
427,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,397,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
428,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,294,Live,Mark,Upper Caudal Hole Punch,RC22-002,,,,8.2,,
429,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,329,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
430,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,334,Live,Mark,Upper Caudal Hole Punch,RC22-003,,,,8.2,,
431,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,10,Northern Pikeminnow,1,565,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68450,
432,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,11,Northern Pikeminnow,1,427,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
433,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,12,Northern Pikeminnow,1,395,Live,Mark,Upper Caudal Hole Punch,RC22-004,,,,8.2,,Aquatic Vegitation
434,Deadwater Slough,10/22/2020,Richie Carmichael,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:30,9:30,60,45.382689,-114.066274,45.38974,-114.046771,13,Northern Pikeminnow,1,340,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68435,
435,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,14,Northern Pikeminnow,1,384,Live,Mark,Upper Caudal Hole Punch,CW22-001,,,,8.2,10-68436,
436,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,15,Northern Pikeminnow,1,425,Live,Mark,Upper Caudal Hole Punch,,Aquatic Veg,,,8.2,10-68437,
437,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,16,Northern Pikeminnow,1,433,Live,Mark,Upper Caudal Hole Punch,RC22-005,,,,8.2,10-68438,
438,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,17,Northern Pikeminnow,1,365,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68439,
439,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,18,Northern Pikeminnow,1,409,Live,Mark,Upper Caudal Hole Punch,CW22-002,,,,8.2,10-68440,
440,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,19,Northern Pikeminnow,1,445,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68441,
441,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,9:30,10:30,120,45.382689,-114.066274,45.38974,-114.046771,20,Northern Pikeminnow,1,379,Live,Mark,Upper Caudal Hole Punch,,Aquatic Veg,,,8.2,10-68442,
442,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,21,Northern Pikeminnow,1,460,Live,Mark,Upper Caudal Hole Punch,CW22-003,,,,8.2,10-68443,
443,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,22,Northern Pikeminnow,1,437,Live,Mark,Upper Caudal Hole Punch,,Aquatic Veg,,,8.2,10-68444,
444,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,23,Northern Pikeminnow,1,405,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68445,
445,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,24,Northern Pikeminnow,1,416,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68446,
446,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,25,Northern Pikeminnow,1,364,Live,Mark,Upper Caudal Hole Punch,CW22-004,,,,8.2,10-68447,
447,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,26,Northern Pikeminnow,1,340,Live,Mark,Upper Caudal Hole Punch,CW22-005,,,,8.2,10-68448,
448,Deadwater Slough,10/22/2020,Richie Carmichael; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:30,14:45,270,45.382689,-114.066274,45.38974,-114.046771,27,Northern Pikeminnow,1,375,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,10-68449,
449,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,9:25,140,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,444,Live,Mark,Upper Caudal Hole Punch,,Aquatic Veg,,,8.2,,
450,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,9:25,140,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,480,Dead,,,MH22-001,,,,8.2,,Sacrificed
451,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,9:25,140,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,380,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
452,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,9:25,140,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,366,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
453,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,9:25,140,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,374,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
454,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,9:25,140,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,385,Live,Mark,Upper Caudal Hole Punch,MH22-002,,,,8.2,,
455,Deadwater Slough,10/22/2020,Mike Hall,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,11:45,60,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,335,Live,Mark,Upper Caudal Hole Punch,KH22-001,,,,8.2,,
456,Deadwater Slough,10/22/2020,Mike Hall,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,11:45,60,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,351,Live,Mark,Upper Caudal Hole Punch,MH22-003,,,,8.2,,
457,Deadwater Slough,10/22/2020,Mike Hall,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,11:45,60,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,338,Live,Mark,Upper Caudal Hole Punch,KH22-002,,,,8.2,,2019 LCC
458,Deadwater Slough,10/22/2020,Mike Hall,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,11:45,60,45.382689,-114.066274,45.38974,-114.046771,10,Northern Pikeminnow,1,393,Live,Mark,Upper Caudal Hole Punch,KH22-004,,,,8.2,,
459,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:45,11:45,60,45.382689,-114.066274,45.38974,-114.046771,11,Northern Pikeminnow,1,326,Live,Mark,Upper Caudal Hole Punch,KH22-003,,,,8.2,,
460,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,14:15,270,45.382689,-114.066274,45.38974,-114.046771,12,Northern Pikeminnow,1,397,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,2019 LCC
461,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,14:15,270,45.382689,-114.066274,45.38974,-114.046771,13,Northern Pikeminnow,1,401,Live,Mark,Upper Caudal Hole Punch,MH22-004,,,,8.2,,
462,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,14:15,270,45.382689,-114.066274,45.38974,-114.046771,14,Northern Pikeminnow,1,295,Live,Mark,Upper Caudal Hole Punch,KH22-005,,,,8.2,,Aquatic Vegitation
463,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,14:15,270,45.382689,-114.066274,45.38974,-114.046771,15,Northern Pikeminnow,1,271,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
464,Deadwater Slough,10/22/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,14:15,270,45.382689,-114.066274,45.38974,-114.046771,16,Northern Pikeminnow,1,334,Live,Mark,Upper Caudal Hole Punch,,MacroInvert-other,,,8.2,,1 Bug
465,Deadwater Slough,10/22/2020,Nick Porter,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,13:00,13:25,25,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,360,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
466,Deadwater Slough,10/22/2020,Nick Porter,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,13:00,13:25,25,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,468,Live,Mark,Upper Caudal Hole Punch,NP22-01,,,,8.2,,
467,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,392,Live,Mark,Upper Caudal Hole Punch,,Aquatic Veg,,,8.2,,
468,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,397,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
469,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,326,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
470,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,360,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
471,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,351,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
472,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,349,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
473,Deadwater Slough,10/22/2020,Chelsea Welke,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,16:00,17:00,60,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,301,Live,Mark,Upper Caudal Hole Punch,Empty,,,,8.2,,
474,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,401,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
475,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,368,Live,Mark,Lower Caudal Hole Punch,BH23-001,,,,6,,
476,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,356,Live,Mark,Lower Caudal Hole Punch,CW23-001,,,,6,,
477,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,429,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
478,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,392,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
479,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,409,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
480,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,427,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
481,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,304,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
482,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,310,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
483,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,10,Northern Pikeminnow,1,352,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
484,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,11,Northern Pikeminnow,1,354,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
485,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,12,Northern Pikeminnow,1,391,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
486,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,13,Northern Pikeminnow,1,322,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
487,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,14,Northern Pikeminnow,1,308,Live,Mark,Lower Caudal Hole Punch,BH23-001,,,,6,,
488,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,15,Northern Pikeminnow,1,250,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
489,Deadwater Slough,10/23/2020,Brian Hamilton; Chelsea Welke; Jason,3,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,10:30,13:35,545,45.382689,-114.066274,45.38974,-114.046771,16,Northern Pikeminnow,1,340,Live,Mark,Lower Caudal Hole Punch,CW23-002,,,,6,,
490,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,1,Northern Pikeminnow,1,496,Live,Mark,Lower Caudal Hole Punch,MH23-001,,,,6,,
491,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,2,Northern Pikeminnow,1,346,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
492,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,3,Northern Pikeminnow,1,514,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
493,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,4,Northern Pikeminnow,1,435,Live,Mark,Lower Caudal Hole Punch,Jason23-001,,,,6,,Possible paracitic worms
494,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,5,Northern Pikeminnow,1,504,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
495,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,6,Northern Pikeminnow,1,473,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
496,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,7,Northern Pikeminnow,1,405,Live,Mark,Lower Caudal Hole Punch,MH23-002,,,,6,,
497,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,8,Northern Pikeminnow,1,374,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
498,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,9,Northern Pikeminnow,1,387,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
499,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,10,Northern Pikeminnow,1,483,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
500,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,11,Northern Pikeminnow,1,406,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
501,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,12,Northern Pikeminnow,1,394,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
502,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,13,Northern Pikeminnow,1,399,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
503,Deadwater Slough,10/23/2020,Mike Hall; Jason R,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,8:15,10:30,270,45.382689,-114.066274,45.38974,-114.046771,14,Northern Pikeminnow,1,356,Live,Mark,Lower Caudal Hole Punch,Jason23-002,,,,6,,Possible paracitic worms
504,Deadwater Slough,10/23/2020,Mike Hall,1,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,11:00,12:00,60,45.382689,-114.066274,45.38974,-114.046771,15,Northern Pikeminnow,1,382,Live,Mark,Lower Caudal Hole Punch,MH23-003,,,,6,,
505,Deadwater Slough,10/23/2020,Mike Hall; Kate Hall,2,Mark,Angling,Boat; Sprinning Rods; Jig Shrimp,12:00,13:10,140,45.382689,-114.066274,45.38974,-114.046771,16,Northern Pikeminnow,1,331,Live,Mark,Lower Caudal Hole Punch,Empty,,,,6,,
